District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Adilabad,Adilabad Rural,24-Jul-21,6.5,23.6,27.7,65.7,78.9,0.1,2.0
Adilabad,Adilabad Rural,25-Jul-21,48.5,24.2,33.6,64.0,84.7,0.0,1.9
Adilabad,Adilabad Rural,26-Jul-21,0.8,24.2,34.4,55.0,84.6,0.2,3.4
Adilabad,Adilabad Rural,27-Jul-21,0.0,26.0,32.7,56.4,84.6,0.0,1.8
Adilabad,Adilabad Rural,28-Jul-21,0.5,25.3,32.4,52.3,71.9,0.0,2.4
Adilabad,Adilabad Rural,29-Jul-21,0.0,25.7,34.1,54.6,76.8,0.0,2.1
Adilabad,Adilabad Rural,30-Jul-21,0.0,25.1,29.5,58.4,68.8,0.1,1.5
Adilabad,Adilabad Rural,31-Jul-21,0.0,26.1,30.9,56.9,66.5,0.3,1.7
Adilabad,Adilabad Urban,01-Jul-21,4.2,25.6,35.3,52.8,99.9,0.0,4.9
Adilabad,Adilabad Urban,02-Jul-21,24.1,23.0,32.8,57.4,96.9,0.0,6.8
Adilabad,Adilabad Urban,03-Jul-21,0.0,26.7,32.7,64.2,99.9,0.0,4.3
Adilabad,Adilabad Urban,04-Jul-21,0.0,25.3,34.3,46.3,90.2,0.0,3.9
Adilabad,Adilabad Urban,05-Jul-21,0.0,27.0,36.3,43.8,87.9,0.0,2.3
Adilabad,Adilabad Urban,06-Jul-21,0.0,27.0,35.7,45.6,89.2,0.0,3.6
Adilabad,Adilabad Urban,07-Jul-21,8.0,25.3,35.0,54.6,99.9,0.0,3.4
Adilabad,Adilabad Urban,08-Jul-21,94.4,23.0,36.9,51.4,85.8,0.1,8.7
Adilabad,Adilabad Urban,09-Jul-21,52.5,23.2,27.1,80.1,99.9,0.0,4.8
Adilabad,Adilabad Urban,10-Jul-21,31.6,24.9,29.2,79.8,97.6,0.0,3.7
Adilabad,Adilabad Urban,11-Jul-21,30.5,24.3,32.8,68.8,98.7,0.0,4.9
Adilabad,Adilabad Urban,12-Jul-21,14.2,24.7,33.0,71.6,98.7,0.0,5.1
Adilabad,Adilabad Urban,13-Jul-21,1.3,24.6,32.6,70.5,97.8,0.0,4.3
Adilabad,Adilabad Urban,14-Jul-21,18.0,25.2,31.2,72.1,98.8,0.0,3.9
Adilabad,Adilabad Urban,15-Jul-21,1.6,25.4,30.3,80.1,98.2,0.0,3.2
Adilabad,Adilabad Urban,16-Jul-21,1.2,25.1,32.3,77.2,98.2,0.0,6.3
Adilabad,Adilabad Urban,17-Jul-21,0.8,25.7,32.0,73.0,97.3,0.0,2.8
Adilabad,Adilabad Urban,18-Jul-21,0.1,26.2,32.4,71.5,97.2,0.0,0.6
Adilabad,Adilabad Urban,19-Jul-21,9.3,24.5,33.0,69.1,97.4,0.0,3.8
Adilabad,Adilabad Urban,20-Jul-21,1.6,25.6,33.4,66.8,97.0,0.0,4.6
Adilabad,Adilabad Urban,21-Jul-21,32.1,23.8,31.9,75.7,98.2,0.0,4.7
Adilabad,Adilabad Urban,22-Jul-21,19.5,24.3,27.1,91.7,98.0,0.0,3.0
Adilabad,Adilabad Urban,23-Jul-21,39.6,24.4,26.8,90.0,99.3,0.0,1.2
Adilabad,Adilabad Urban,24-Jul-21,11.7,23.6,26.2,89.3,99.0,0.0,1.1
Adilabad,Adilabad Urban,25-Jul-21,28.3,23.6,32.1,75.9,98.7,0.0,5.4
Adilabad,Adilabad Urban,26-Jul-21,2.7,24.1,32.9,69.5,97.7,0.0,6.8
Adilabad,Adilabad Urban,27-Jul-21,0.3,25.6,33.0,69.4,97.6,0.0,6.0
Adilabad,Adilabad Urban,28-Jul-21,1.2,25.6,32.7,62.9,90.8,0.0,6.1
Adilabad,Adilabad Urban,29-Jul-21,0.0,25.4,32.4,63.9,94.0,0.0,5.1
Adilabad,Adilabad Urban,30-Jul-21,0.0,25.7,29.5,70.8,85.8,0.0,4.5
Adilabad,Adilabad Urban,31-Jul-21,0.0,25.2,30.7,72.5,85.6,0.1,5.1
Adilabad,Bazarhathnoor,01-Jul-21,1.3,24.5,34.2,53.3,90.5,0.0,3.8
Adilabad,Bazarhathnoor,02-Jul-21,7.5,22.9,32.2,63.4,94.3,0.2,1.8
Adilabad,Bazarhathnoor,03-Jul-21,0.0,25.1,30.1,62.4,87.6,0.1,1.6
Adilabad,Bazarhathnoor,04-Jul-21,0.0,24.0,32.8,50.1,89.5,0.0,2.5
Adilabad,Bazarhathnoor,05-Jul-21,0.0,25.4,33.9,46.7,86.2,0.0,3.1
Adilabad,Bazarhathnoor,06-Jul-21,0.0,25.6,33.6,49.0,85.7,0.0,1.9
Adilabad,Bazarhathnoor,07-Jul-21,0.0,25.1,33.7,49.9,84.8,0.0,2.4
Adilabad,Bazarhathnoor,08-Jul-21,57.8,22.2,35.2,50.5,93.9,0.0,3.7
Adilabad,Bazarhathnoor,09-Jul-21,10.2,21.6,26.2,79.8,92.9,0.0,2.0
Adilabad,Bazarhathnoor,10-Jul-21,5.0,24.3,26.9,81.5,92.4,0.0,1.7
Adilabad,Bazarhathnoor,11-Jul-21,19.9,23.5,32.7,56.8,94.8,0.1,1.9
Adilabad,Bazarhathnoor,12-Jul-21,29.5,23.2,32.1,64.9,94.8,0.0,2.2
Adilabad,Bazarhathnoor,13-Jul-21,38.4,23.5,32.4,60.4,93.8,0.0,1.6
Adilabad,Bazarhathnoor,14-Jul-21,85.6,22.9,29.6,71.6,93.8,0.0,3.1
Adilabad,Bazarhathnoor,15-Jul-21,2.6,23.2,25.7,87.2,93.9,0.0,5.3
Adilabad,Bazarhathnoor,16-Jul-21,1.0,24.2,30.4,70.6,94.3,0.1,5.0
Adilabad,Bazarhathnoor,17-Jul-21,0.0,24.0,30.6,68.7,93.8,0.0,8.1
Adilabad,Bazarhathnoor,18-Jul-21,0.0,24.6,32.7,62.9,93.8,0.0,4.8
Adilabad,Bazarhathnoor,19-Jul-21,49.4,22.9,32.4,67.3,93.4,0.0,6.4
Adilabad,Bazarhathnoor,20-Jul-21,1.1,24.2,32.5,64.4,89.0,0.0,8.4
Adilabad,Bazarhathnoor,21-Jul-21,54.8,22.8,30.7,65.4,93.9,0.2,9.0
Adilabad,Bazarhathnoor,22-Jul-21,134.1,22.8,24.4,88.6,95.5,3.4,4.9
Adilabad,Bazarhathnoor,23-Jul-21,40.8,23.4,24.8,90.0,94.8,0.1,0.8
Adilabad,Bazarhathnoor,24-Jul-21,17.6,22.6,25.5,84.5,92.4,0.0,6.5
Adilabad,Bazarhathnoor,25-Jul-21,0.0,24.2,30.3,68.7,90.9,0.3,9.9
Adilabad,Bazarhathnoor,26-Jul-21,0.0,23.3,30.6,67.3,93.8,0.0,9.2
Adilabad,Bazarhathnoor,27-Jul-21,0.0,24.2,31.7,61.4,84.6,2.3,8.6
Adilabad,Bazarhathnoor,28-Jul-21,0.0,24.2,30.9,57.9,77.3,0.0,9.4
Adilabad,Bazarhathnoor,29-Jul-21,0.8,24.4,30.8,61.4,85.3,0.1,9.9
Adilabad,Bazarhathnoor,30-Jul-21,0.0,24.3,27.4,70.0,82.4,0.4,10.5
Adilabad,Bazarhathnoor,31-Jul-21,0.0,24.3,27.2,71.0,84.8,2.8,8.4
Adilabad,Bela,01-Jul-21,4.3,25.8,37.0,52.6,94.8,0.1,2.4
Adilabad,Bela,02-Jul-21,10.7,24.1,34.6,60.7,95.4,0.1,3.0
Adilabad,Bela,03-Jul-21,0.0,27.3,34.1,61.0,87.5,0.1,2.8
Adilabad,Bela,04-Jul-21,0.0,25.9,36.7,45.8,100.0,0.1,2.0
Adilabad,Bela,05-Jul-21,0.0,27.7,37.5,43.1,84.4,0.0,1.7
Adilabad,Bela,06-Jul-21,0.0,27.3,37.3,47.1,91.4,0.1,2.5
Adilabad,Bela,07-Jul-21,31.0,24.0,35.8,58.4,97.2,0.0,3.5
Adilabad,Bela,08-Jul-21,6.0,24.9,37.2,54.8,95.8,0.0,3.1
Adilabad,Bela,09-Jul-21,8.6,23.5,29.2,86.3,99.0,0.0,1.5
Adilabad,Bela,10-Jul-21,6.6,25.7,30.8,76.9,97.7,0.0,2.2
Adilabad,Bela,11-Jul-21,31.2,24.1,34.5,62.5,100.0,0.0,3.0
Adilabad,Bela,12-Jul-21,2.8,25.3,34.2,68.2,98.6,0.0,2.4
Adilabad,Bela,13-Jul-21,16.8,25.7,33.1,73.1,99.2,0.0,1.4
Adilabad,Bela,14-Jul-21,8.4,25.4,32.7,74.2,99.3,0.0,2.9
Adilabad,Bela,15-Jul-21,23.8,25.5,29.5,80.7,99.7,0.0,1.9
Adilabad,Bela,16-Jul-21,0.0,25.5,32.6,70.4,97.5,0.0,3.1
Adilabad,Bela,17-Jul-21,0.0,25.5,33.0,65.5,98.1,0.0,2.6
Adilabad,Bela,18-Jul-21,6.8,26.5,33.2,71.5,98.2,0.0,2.9
Adilabad,Bela,19-Jul-21,3.9,24.5,35.5,60.1,99.2,0.0,2.6
Adilabad,Bela,20-Jul-21,1.7,26.0,34.6,61.7,95.9,0.0,1.4
Adilabad,Bela,21-Jul-21,18.5,24.1,32.7,71.4,99.5,0.2,2.9
Adilabad,Bela,22-Jul-21,10.6,24.4,28.3,88.0,99.0,0.1,1.4
Adilabad,Bela,23-Jul-21,83.1,23.2,28.9,85.8,100.0,0.0,2.7
Adilabad,Bela,24-Jul-21,12.1,23.1,28.3,78.7,99.2,0.0,2.9
Adilabad,Bela,25-Jul-21,12.3,23.8,33.3,73.8,98.3,0.1,3.7
Adilabad,Bela,26-Jul-21,2.2,24.8,34.1,63.7,95.8,0.1,2.7
Adilabad,Bela,27-Jul-21,6.7,25.0,34.3,63.0,99.5,0.1,1.7
Adilabad,Bela,28-Jul-21,0.0,25.3,34.2,63.7,94.6,0.0,2.2
Adilabad,Bela,29-Jul-21,0.2,24.8,34.0,64.1,97.2,0.0,3.3
Adilabad,Bela,30-Jul-21,0.0,25.7,31.3,73.4,87.5,0.2,1.5
Adilabad,Bela,31-Jul-21,0.0,25.3,30.5,71.5,85.9,0.3,1.8
Adilabad,Bheempoor,01-Jul-21,6.0,26.1,35.4,57.4,95.3,0.0,2.4
Adilabad,Bheempoor,02-Jul-21,6.0,23.3,33.9,61.6,97.3,0.1,4.3
Adilabad,Bheempoor,03-Jul-21,0.0,27.3,32.2,67.5,90.3,0.0,2.8
Adilabad,Bheempoor,04-Jul-21,0.0,26.1,35.4,49.8,89.1,0.0,1.5
Adilabad,Bheempoor,05-Jul-21,0.0,27.0,36.7,44.0,86.2,0.0,2.0
Adilabad,Bheempoor,06-Jul-21,0.0,27.0,36.0,49.4,88.1,0.0,2.4
Adilabad,Bheempoor,07-Jul-21,0.0,25.7,33.9,62.2,92.3,0.0,3.7
Adilabad,Bheempoor,08-Jul-21,10.3,24.0,36.5,52.4,97.0,0.1,3.1
Adilabad,Bheempoor,09-Jul-21,15.8,23.5,26.9,93.0,99.6,0.0,2.3
Adilabad,Bheempoor,10-Jul-21,12.5,25.3,29.5,85.1,100.0,0.0,2.4
Adilabad,Bheempoor,11-Jul-21,69.5,22.9,32.5,72.1,100.0,0.0,2.6
Adilabad,Bheempoor,12-Jul-21,5.0,25.3,33.3,69.0,100.0,0.0,3.0
Adilabad,Bheempoor,13-Jul-21,6.8,25.3,32.5,72.7,100.0,0.0,2.4
Adilabad,Bheempoor,14-Jul-21,5.0,25.1,30.7,78.5,100.0,0.0,3.2
Adilabad,Bheempoor,15-Jul-21,1.3,25.7,29.7,75.4,99.7,0.0,2.2
Adilabad,Bheempoor,16-Jul-21,1.5,25.9,31.7,81.0,98.8,0.0,3.8
Adilabad,Bheempoor,17-Jul-21,1.8,25.0,32.4,75.7,100.0,0.0,4.1
Adilabad,Bheempoor,18-Jul-21,0.0,26.1,32.9,71.3,100.0,0.0,1.7
Adilabad,Bheempoor,19-Jul-21,7.8,25.0,33.3,66.2,98.5,0.0,2.1
Adilabad,Bheempoor,20-Jul-21,17.0,25.4,33.0,68.5,98.9,0.0,2.2
Adilabad,Bheempoor,21-Jul-21,14.5,24.5,29.9,82.3,100.0,0.1,1.6
Adilabad,Bheempoor,22-Jul-21,12.0,24.7,27.0,90.9,99.6,0.2,1.5
Adilabad,Bheempoor,23-Jul-21,13.5,24.8,28.0,90.3,100.0,0.0,1.5
Adilabad,Bheempoor,24-Jul-21,6.3,23.7,26.6,90.3,98.2,0.0,1.6
Adilabad,Bheempoor,25-Jul-21,32.3,24.5,30.8,82.0,100.0,0.0,3.9
Adilabad,Bheempoor,26-Jul-21,0.0,24.6,32.4,69.7,98.0,0.1,3.4
Adilabad,Bheempoor,27-Jul-21,3.8,25.5,32.6,66.3,99.4,0.0,2.9
Adilabad,Bheempoor,28-Jul-21,0.0,25.5,32.6,66.7,94.0,0.0,3.2
Adilabad,Bheempoor,29-Jul-21,0.8,24.8,32.2,66.6,98.0,0.2,3.9
Adilabad,Bheempoor,30-Jul-21,0.0,25.8,28.9,76.0,85.2,0.5,2.4
Adilabad,Bheempoor,31-Jul-21,0.0,25.2,30.7,71.4,85.9,0.6,2.4
Adilabad,Boath,01-Jul-21,5.6,23.4,34.2,53.1,93.5,0.0,3.8
Adilabad,Boath,02-Jul-21,5.5,23.1,32.7,63.7,96.3,0.2,1.8
Adilabad,Boath,03-Jul-21,0.0,25.0,30.9,63.2,88.9,0.1,1.6
Adilabad,Boath,04-Jul-21,0.0,24.4,33.5,47.1,88.5,0.0,2.5
Adilabad,Boath,05-Jul-21,0.0,24.8,34.5,44.5,89.1,0.0,3.1
Adilabad,Boath,06-Jul-21,0.0,25.1,33.5,49.4,87.4,0.0,2.2
Adilabad,Boath,07-Jul-21,8.1,24.1,33.7,49.2,92.8,0.0,2.4
Adilabad,Boath,08-Jul-21,70.9,22.1,35.5,45.2,96.5,0.0,3.7
Adilabad,Boath,09-Jul-21,4.9,21.7,26.5,80.6,96.3,0.0,2.0
Adilabad,Boath,10-Jul-21,2.7,24.4,27.9,85.9,95.9,0.0,1.7
Adilabad,Boath,11-Jul-21,9.6,23.6,33.5,54.1,97.0,0.1,1.9
Adilabad,Boath,12-Jul-21,7.0,22.5,32.3,64.0,96.4,0.0,2.2
Adilabad,Boath,13-Jul-21,45.4,23.3,33.6,57.1,97.0,0.0,1.6
Adilabad,Boath,14-Jul-21,56.6,22.9,30.4,72.2,95.2,0.0,4.4
Adilabad,Boath,15-Jul-21,4.0,23.1,28.3,86.2,96.9,0.0,9.1
Adilabad,Boath,16-Jul-21,6.0,24.1,30.4,74.5,96.6,0.0,8.1
Adilabad,Boath,17-Jul-21,4.6,23.4,31.5,66.9,97.1,0.0,15.1
Adilabad,Boath,18-Jul-21,0.0,24.4,32.9,60.9,96.3,0.0,8.4
Adilabad,Boath,19-Jul-21,48.3,22.6,33.9,59.4,96.5,0.0,10.6
Adilabad,Boath,20-Jul-21,10.0,24.2,32.7,66.3,95.0,0.0,15.2
Adilabad,Boath,21-Jul-21,64.0,22.6,31.0,68.9,96.6,0.1,16.0
Adilabad,Boath,22-Jul-21,173.4,22.9,24.7,88.6,98.0,0.1,12.7
Adilabad,Boath,23-Jul-21,74.5,23.3,25.3,94.6,98.1,0.1,1.4
Adilabad,Boath,24-Jul-21,29.2,22.3,27.2,84.3,94.7,0.0,15.3
Adilabad,Boath,25-Jul-21,2.0,23.3,31.6,68.2,93.0,0.1,16.0
Adilabad,Boath,26-Jul-21,0.0,22.9,31.3,68.2,94.2,0.0,15.7
Adilabad,Boath,27-Jul-21,0.0,23.5,31.7,62.3,86.5,0.2,15.3
Adilabad,Boath,28-Jul-21,0.2,23.6,31.9,60.3,85.6,0.0,16.6
Adilabad,Boath,29-Jul-21,0.2,24.0,31.1,64.3,88.7,0.0,17.5
Adilabad,Boath,30-Jul-21,1.2,23.6,29.2,68.2,87.2,0.0,18.8
Adilabad,Boath,31-Jul-21,0.0,22.9,27.7,73.7,86.3,0.4,14.6
Adilabad,Gadiguda,01-Jul-21,12.3,25.8,34.4,61.7,99.9,0.2,2.2
Adilabad,Gadiguda,02-Jul-21,19.8,24.1,33.7,68.4,99.9,0.1,2.7
Adilabad,Gadiguda,03-Jul-21,0.0,27.3,32.1,69.3,97.6,0.1,2.8
Adilabad,Gadiguda,04-Jul-21,0.0,26.7,35.9,51.6,97.2,0.2,1.9
Adilabad,Gadiguda,05-Jul-21,0.0,27.9,36.3,48.9,97.3,0.0,1.5
Adilabad,Gadiguda,06-Jul-21,0.0,27.5,35.3,52.7,99.9,0.1,2.5
Adilabad,Gadiguda,07-Jul-21,13.8,24.0,34.4,55.8,99.9,0.0,3.4
Adilabad,Gadiguda,08-Jul-21,14.8,24.9,36.5,66.8,99.9,0.0,6.2
Adilabad,Gadiguda,09-Jul-21,12.3,23.5,27.9,96.4,99.9,0.0,1.1
Adilabad,Gadiguda,10-Jul-21,4.5,25.7,29.8,86.5,99.9,0.0,0.2
Adilabad,Gadiguda,11-Jul-21,35.3,24.1,34.6,64.9,99.9,0.0,2.3
Adilabad,Gadiguda,12-Jul-21,93.0,25.3,32.7,74.1,99.9,0.0,2.4
Adilabad,Gadiguda,13-Jul-21,3.5,25.7,32.3,77.2,99.9,0.0,1.0
Adilabad,Gadiguda,14-Jul-21,65.0,25.0,30.4,84.7,99.9,0.0,2.9
Adilabad,Gadiguda,15-Jul-21,40.8,24.8,29.5,81.2,99.9,0.0,1.5
Adilabad,Gadiguda,16-Jul-21,4.0,25.5,31.3,79.0,99.9,0.0,3.1
Adilabad,Gadiguda,17-Jul-21,0.0,25.5,32.3,74.7,99.9,0.0,2.6
Adilabad,Gadiguda,18-Jul-21,0.5,26.5,32.5,77.5,99.9,0.0,2.9
Adilabad,Gadiguda,19-Jul-21,9.5,24.5,33.8,77.5,99.9,0.0,2.6
Adilabad,Gadiguda,20-Jul-21,18.3,25.6,33.4,71.9,99.9,0.0,1.1
Adilabad,Gadiguda,21-Jul-21,42.8,24.2,31.1,78.7,99.9,0.2,2.7
Adilabad,Gadiguda,22-Jul-21,23.3,24.4,27.2,96.9,99.9,0.1,1.3
Adilabad,Gadiguda,23-Jul-21,131.0,23.2,27.2,96.9,99.9,0.0,2.7
Adilabad,Gadiguda,24-Jul-21,5.5,23.3,27.8,87.2,99.9,0.0,2.9
Adilabad,Gadiguda,25-Jul-21,26.0,23.8,31.6,83.7,99.9,0.1,3.7
Adilabad,Gadiguda,26-Jul-21,10.8,24.8,32.7,76.9,99.9,0.1,2.0
Adilabad,Gadiguda,27-Jul-21,0.0,25.0,33.0,71.7,99.5,0.1,2.6
Adilabad,Gadiguda,28-Jul-21,0.0,25.3,32.5,70.7,97.2,0.0,7.1
Adilabad,Gadiguda,29-Jul-21,0.0,24.8,32.5,72.9,97.2,0.0,1.7
Adilabad,Gadiguda,30-Jul-21,0.0,25.7,29.9,81.8,90.2,0.2,1.5
Adilabad,Gadiguda,31-Jul-21,0.0,25.3,29.2,79.3,90.8,0.3,1.8
Adilabad,Gudihathnur,01-Jul-21,1.8,23.8,35.0,57.8,91.9,0.0,3.2
Adilabad,Gudihathnur,02-Jul-21,38.5,23.4,32.9,67.1,100.0,0.0,1.7
Adilabad,Gudihathnur,03-Jul-21,0.0,24.4,32.5,67.5,94.9,0.0,2.1
Adilabad,Gudihathnur,04-Jul-21,0.0,24.8,33.9,54.7,76.9,0.0,2.1
Adilabad,Gudihathnur,05-Jul-21,0.0,25.5,34.3,50.2,84.6,0.0,3.0
Adilabad,Gudihathnur,06-Jul-21,0.0,26.0,35.4,51.9,96.5,0.0,2.2
Adilabad,Gudihathnur,07-Jul-21,0.0,25.8,36.5,60.2,84.3,0.0,3.9
Adilabad,Gudihathnur,08-Jul-21,15.4,23.9,35.9,57.4,96.9,0.0,2.8
Adilabad,Gudihathnur,09-Jul-21,12.0,23.2,27.2,89.5,97.1,0.0,1.9
Adilabad,Gudihathnur,10-Jul-21,21.2,24.9,27.6,89.7,98.7,0.0,0.2
Adilabad,Gudihathnur,11-Jul-21,43.5,23.5,34.5,71.4,99.5,0.0,0.5
Adilabad,Gudihathnur,12-Jul-21,15.9,24.0,32.8,77.5,97.6,0.0,2.5
Adilabad,Gudihathnur,13-Jul-21,1.7,24.1,32.5,72.8,99.5,0.0,0.2
Adilabad,Gudihathnur,14-Jul-21,45.8,23.5,29.9,84.3,100.0,0.0,0.9
Adilabad,Gudihathnur,15-Jul-21,2.3,24.7,29.7,90.8,99.0,0.0,2.4
Adilabad,Gudihathnur,16-Jul-21,3.2,25.0,32.6,80.2,100.0,0.0,2.2
Adilabad,Gudihathnur,17-Jul-21,0.0,25.0,32.3,77.2,99.8,0.0,3.2
Adilabad,Gudihathnur,18-Jul-21,0.5,26.1,31.8,75.4,98.2,0.0,1.6
Adilabad,Gudihathnur,19-Jul-21,0.0,23.9,34.4,73.7,97.0,0.0,2.3
Adilabad,Gudihathnur,20-Jul-21,2.1,25.0,34.2,69.1,97.1,0.0,3.0
Adilabad,Gudihathnur,21-Jul-21,31.4,23.2,32.6,77.1,100.0,0.1,4.4
Adilabad,Gudihathnur,22-Jul-21,51.5,23.2,25.7,96.5,100.0,0.1,1.4
Adilabad,Gudihathnur,23-Jul-21,40.0,23.8,27.1,97.0,97.8,0.0,0.2
Adilabad,Gudihathnur,24-Jul-21,6.3,22.6,27.4,89.7,100.0,0.0,1.4
Adilabad,Gudihathnur,25-Jul-21,10.9,23.8,32.2,75.5,97.2,0.0,4.3
Adilabad,Gudihathnur,26-Jul-21,0.3,23.4,32.3,73.4,95.7,0.0,3.2
Adilabad,Gudihathnur,27-Jul-21,0.0,24.1,32.9,71.4,91.7,0.0,3.3
Adilabad,Gudihathnur,28-Jul-21,0.0,25.0,32.1,64.1,84.7,0.0,3.5
Adilabad,Gudihathnur,29-Jul-21,0.0,24.8,32.7,71.0,92.7,0.2,3.0
Adilabad,Gudihathnur,30-Jul-21,0.0,24.0,27.9,78.6,88.4,0.0,1.4
Adilabad,Gudihathnur,31-Jul-21,0.0,24.0,30.2,78.1,89.1,0.0,2.5
Adilabad,Ichoda,01-Jul-21,1.7,24.3,35.0,60.7,99.2,0.0,3.2
Adilabad,Ichoda,02-Jul-21,8.5,23.4,31.7,71.6,100.0,0.0,1.7
Adilabad,Ichoda,03-Jul-21,0.0,24.4,29.7,68.5,99.0,0.0,2.1
Adilabad,Ichoda,04-Jul-21,0.0,24.5,33.2,53.0,100.0,0.0,2.1
Adilabad,Ichoda,05-Jul-21,0.0,25.8,33.8,49.9,100.0,0.0,3.0
Adilabad,Ichoda,06-Jul-21,0.0,25.9,34.4,51.3,90.4,0.0,2.2
Adilabad,Ichoda,07-Jul-21,0.0,25.5,33.9,57.2,87.4,0.0,3.9
Adilabad,Ichoda,08-Jul-21,34.6,23.3,35.9,55.5,96.6,0.0,2.8
Adilabad,Ichoda,09-Jul-21,4.9,23.0,25.9,85.3,100.0,0.0,1.9
Adilabad,Ichoda,10-Jul-21,1.6,24.4,27.3,88.2,100.0,0.0,1.1
Adilabad,Ichoda,11-Jul-21,28.5,23.3,32.6,69.1,100.0,0.0,1.1
Adilabad,Ichoda,12-Jul-21,7.2,23.5,31.6,74.1,100.0,0.0,2.5
Adilabad,Ichoda,13-Jul-21,32.9,23.6,32.6,69.2,100.0,0.0,1.2
Adilabad,Ichoda,14-Jul-21,44.3,23.5,28.6,83.0,100.0,0.0,0.9
Adilabad,Ichoda,15-Jul-21,1.3,23.9,26.4,94.0,100.0,0.0,2.4
Adilabad,Ichoda,16-Jul-21,4.4,24.7,30.7,78.5,98.7,0.0,2.2
Adilabad,Ichoda,17-Jul-21,2.7,24.5,30.8,76.5,100.0,0.0,3.2
Adilabad,Ichoda,18-Jul-21,0.0,25.1,31.5,72.5,100.0,0.0,1.6
Adilabad,Ichoda,19-Jul-21,0.9,23.5,32.0,73.7,100.0,0.0,2.3
Adilabad,Ichoda,20-Jul-21,0.5,24.3,32.3,71.8,99.4,0.0,3.0
Adilabad,Ichoda,21-Jul-21,45.4,22.9,29.7,79.0,100.0,0.1,4.4
Adilabad,Ichoda,22-Jul-21,55.4,22.9,24.1,99.3,100.0,0.0,0.1
Adilabad,Ichoda,23-Jul-21,35.7,23.7,24.8,95.5,97.5,0.0,0.1
Adilabad,Ichoda,24-Jul-21,29.5,22.1,25.6,94.9,100.0,0.0,0.7
Adilabad,Ichoda,25-Jul-21,0.5,23.3,30.0,78.6,100.0,0.0,4.3
Adilabad,Ichoda,26-Jul-21,0.8,23.2,31.5,71.3,100.0,0.0,3.2
Adilabad,Ichoda,27-Jul-21,0.0,23.5,32.1,68.6,100.0,0.0,3.3
Adilabad,Ichoda,28-Jul-21,0.0,24.7,31.0,62.8,85.4,0.0,3.5
Adilabad,Ichoda,29-Jul-21,0.9,24.1,29.3,72.5,97.6,0.2,3.0
Adilabad,Ichoda,30-Jul-21,0.0,23.4,27.0,81.1,92.4,0.0,1.4
Adilabad,Ichoda,31-Jul-21,0.0,23.5,27.3,80.1,91.5,0.0,2.5
Adilabad,Inderavelly,01-Jul-21,2.2,24.3,35.2,56.4,93.1,0.0,3.2
Adilabad,Inderavelly,02-Jul-21,9.1,23.5,32.6,66.9,99.9,0.0,1.7
