District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Adilabad,Gadiguda,21-Apr-21,0.0,27.2,40.0,21.7,69.7,0.0,9.6
Adilabad,Gadiguda,22-Apr-21,5.0,23.9,37.3,33.0,69.0,0.0,14.2
Adilabad,Gadiguda,23-Apr-21,0.0,24.7,37.2,27.3,58.3,0.0,7.9
Adilabad,Gadiguda,24-Apr-21,0.0,24.6,38.4,24.0,58.9,0.1,6.8
Adilabad,Gadiguda,25-Apr-21,0.0,26.6,38.9,22.3,47.8,0.0,9.1
Adilabad,Gadiguda,26-Apr-21,0.0,29.0,39.6,21.4,49.1,0.0,5.0
Adilabad,Gadiguda,27-Apr-21,0.0,25.7,39.4,25.5,55.5,0.0,10.7
Adilabad,Gadiguda,28-Apr-21,0.0,28.6,38.8,18.9,44.1,0.0,8.8
Adilabad,Gadiguda,29-Apr-21,0.0,27.6,39.9,19.8,40.9,0.1,16.9
Adilabad,Gadiguda,30-Apr-21,0.0,28.3,41.5,19.5,62.2,0.0,13.5
Adilabad,Gudihathnur,01-Apr-21,0.0,23.3,39.8,14.7,36.8,0.1,6.0
Adilabad,Gudihathnur,02-Apr-21,0.0,25.4,39.5,17.0,32.0,0.3,9.6
Adilabad,Gudihathnur,03-Apr-21,0.0,22.8,39.6,12.8,35.5,0.0,5.8
Adilabad,Gudihathnur,04-Apr-21,0.0,23.8,40.3,13.3,23.7,0.0,4.6
Adilabad,Gudihathnur,05-Apr-21,0.0,24.6,40.2,13.3,61.4,0.0,5.8
Adilabad,Gudihathnur,06-Apr-21,0.0,24.4,40.1,11.4,72.6,0.0,7.0
Adilabad,Gudihathnur,07-Apr-21,0.0,24.6,41.6,18.4,72.1,0.0,7.9
Adilabad,Gudihathnur,08-Apr-21,0.0,25.3,41.1,21.2,62.9,0.0,5.1
Adilabad,Gudihathnur,09-Apr-21,0.0,26.8,38.9,23.8,54.8,0.0,8.3
Adilabad,Gudihathnur,10-Apr-21,0.0,24.8,37.5,27.3,68.8,0.3,7.6
Adilabad,Gudihathnur,11-Apr-21,1.8,21.1,38.1,28.7,91.6,0.0,7.2
Adilabad,Gudihathnur,12-Apr-21,0.0,20.9,32.8,48.0,89.7,0.0,5.9
Adilabad,Gudihathnur,13-Apr-21,0.0,23.6,37.3,28.7,65.9,0.0,4.4
Adilabad,Gudihathnur,14-Apr-21,0.0,23.8,36.2,36.0,67.4,0.0,4.1
Adilabad,Gudihathnur,15-Apr-21,0.6,20.4,37.3,25.2,69.1,0.2,11.5
Adilabad,Gudihathnur,16-Apr-21,0.0,21.0,37.4,25.7,60.9,0.0,4.5
Adilabad,Gudihathnur,17-Apr-21,0.0,25.1,38.0,22.4,57.4,0.0,5.5
Adilabad,Gudihathnur,18-Apr-21,0.0,22.2,39.2,18.9,55.9,0.0,7.5
Adilabad,Gudihathnur,19-Apr-21,0.0,26.0,40.2,16.8,55.9,0.0,5.1
Adilabad,Gudihathnur,20-Apr-21,0.0,25.1,40.2,18.4,48.3,0.0,5.0
Adilabad,Gudihathnur,21-Apr-21,0.0,25.6,40.6,18.4,65.5,0.0,7.7
Adilabad,Gudihathnur,22-Apr-21,0.0,22.1,39.4,22.4,67.3,0.0,6.7
Adilabad,Gudihathnur,23-Apr-21,0.0,24.1,39.0,21.7,54.8,0.0,3.9
Adilabad,Gudihathnur,24-Apr-21,0.0,23.2,37.3,17.3,57.9,0.0,3.1
Adilabad,Gudihathnur,25-Apr-21,0.0,24.5,39.8,16.8,43.7,1.2,6.1
Adilabad,Gudihathnur,26-Apr-21,0.0,28.6,41.3,17.7,49.5,0.0,5.4
Adilabad,Gudihathnur,27-Apr-21,2.4,24.4,41.3,21.9,56.3,1.0,10.4
Adilabad,Gudihathnur,28-Apr-21,0.0,26.1,41.1,15.6,45.6,0.0,2.0
Adilabad,Gudihathnur,29-Apr-21,0.0,24.0,40.3,18.4,45.6,0.0,3.5
Adilabad,Gudihathnur,30-Apr-21,0.0,25.8,40.7,19.1,56.3,0.0,9.3
Adilabad,Ichoda,01-Apr-21,0.0,26.7,39.4,13.4,38.0,0.2,13.4
Adilabad,Ichoda,02-Apr-21,0.0,24.1,38.5,14.3,33.5,0.9,19.9
Adilabad,Ichoda,03-Apr-21,0.0,23.5,39.1,12.6,24.3,0.0,13.3
Adilabad,Ichoda,04-Apr-21,0.0,24.5,39.9,12.6,22.7,0.0,11.9
Adilabad,Ichoda,05-Apr-21,0.0,24.3,38.9,12.6,62.9,0.0,11.2
Adilabad,Ichoda,06-Apr-21,0.0,24.2,38.8,9.9,77.6,0.0,14.1
Adilabad,Ichoda,07-Apr-21,0.0,24.2,39.4,17.4,79.2,0.0,15.1
Adilabad,Ichoda,08-Apr-21,0.0,24.9,39.3,21.5,69.4,0.0,10.1
Adilabad,Ichoda,09-Apr-21,0.0,26.3,35.9,22.4,52.7,0.0,17.0
Adilabad,Ichoda,10-Apr-21,0.0,24.8,37.7,24.0,75.3,1.0,12.8
Adilabad,Ichoda,11-Apr-21,2.4,22.1,36.7,28.4,89.3,0.0,15.4
Adilabad,Ichoda,12-Apr-21,0.0,20.9,32.1,45.0,89.7,0.0,9.3
Adilabad,Ichoda,13-Apr-21,0.0,23.6,35.5,27.1,74.4,0.0,10.2
Adilabad,Ichoda,14-Apr-21,1.6,23.4,36.0,31.1,76.7,0.0,10.8
Adilabad,Ichoda,15-Apr-21,0.0,21.2,34.6,26.4,66.7,0.5,27.3
Adilabad,Ichoda,16-Apr-21,0.0,20.6,36.2,25.7,51.3,0.0,9.5
Adilabad,Ichoda,17-Apr-21,0.0,23.6,36.8,21.1,58.0,0.0,10.6
Adilabad,Ichoda,18-Apr-21,0.0,21.8,37.5,22.6,52.7,0.0,15.7
Adilabad,Ichoda,19-Apr-21,0.0,26.7,38.8,15.9,54.7,0.0,9.0
Adilabad,Ichoda,20-Apr-21,0.0,26.2,39.7,16.1,40.4,0.0,12.1
Adilabad,Ichoda,21-Apr-21,0.0,25.1,40.1,16.8,71.7,0.0,15.8
Adilabad,Ichoda,22-Apr-21,0.0,21.9,37.3,26.0,59.0,0.0,14.8
Adilabad,Ichoda,23-Apr-21,0.0,24.0,37.8,24.7,54.6,0.0,9.6
Adilabad,Ichoda,24-Apr-21,0.0,20.6,37.0,17.0,49.1,0.0,6.3
Adilabad,Ichoda,25-Apr-21,0.0,22.7,37.8,15.9,35.3,3.5,11.8
Adilabad,Ichoda,26-Apr-21,0.0,27.9,39.7,20.6,38.5,0.0,8.9
Adilabad,Ichoda,27-Apr-21,0.0,24.2,39.9,24.0,39.1,3.1,25.7
Adilabad,Ichoda,28-Apr-21,0.0,25.2,39.7,20.1,37.3,0.0,3.5
Adilabad,Ichoda,29-Apr-21,0.0,25.4,40.1,17.2,36.6,0.0,7.8
Adilabad,Ichoda,30-Apr-21,0.0,25.6,39.4,19.3,57.1,0.0,11.7
Adilabad,Inderavelly,01-Apr-21,0.0,23.8,38.9,5.7,35.2,0.0,17.0
Adilabad,Inderavelly,02-Apr-21,0.0,26.2,37.7,7.7,22.6,0.0,19.6
Adilabad,Inderavelly,03-Apr-21,0.0,23.1,38.8,6.9,23.0,0.0,16.7
Adilabad,Inderavelly,04-Apr-21,0.0,22.0,39.7,6.3,43.0,0.0,10.5
Adilabad,Inderavelly,05-Apr-21,0.0,24.3,38.3,5.7,59.2,0.0,10.4
Adilabad,Inderavelly,06-Apr-21,0.0,23.9,38.7,5.7,79.3,4.2,6.5
Adilabad,Inderavelly,07-Apr-21,0.0,23.5,38.7,7.0,74.1,0.0,1.4
Adilabad,Inderavelly,08-Apr-21,0.0,25.2,39.0,13.0,61.7,0.0,1.8
Adilabad,Inderavelly,09-Apr-21,0.0,26.7,36.4,13.4,54.3,0.0,22.2
Adilabad,Inderavelly,10-Apr-21,0.0,25.0,35.5,21.5,67.9,0.6,13.5
Adilabad,Inderavelly,11-Apr-21,9.3,21.3,36.1,21.5,94.6,3.8,34.1
